"","Text","Positive","Negative","Score","PosPercent","NegPercent"
"806","RT @Saislakshmanan: ""Dravidian was likely to have been the language of the Ancestral South Indians (ASI) formed as a result of the mixing o",0,0,0,0,0
"807","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"808","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"809","RT @Saislakshmanan: ""Dravidian was likely to have been the language of the Ancestral South Indians (ASI) formed as a result of the mixing o",0,0,0,0,0
"810","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"811","RT @ajavgal: Customers were treated badly for speaking in Kannada in Karnataka

report in Today's @NewIndianXpress

#BlackDayAgainstHindiIm",0,1,-1,0,100
"812","RT @kiranmbhat: Days are not too far where Non-Hindi people will be put on house arrest like in Kashmir and Hindi will be made National Lan",1,0,1,100,0
"813","@k_for_krish No. It should be #StopHindiImperialism and #StopHindiImposition .",0,0,0,0,0
"814","Stop portraying the world that #India speaks #Hindi!
No..
Celebrate your language don't impose it. /jkJBgVHISL",1,1,0,50,50
"815","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"816","""Dravidian was likely to have been the language of the Ancestral South Indians (ASI) formed as a result of the mixi /Tu5Spt27q1",0,0,0,0,0
"817","#StopHindiImperialism
Stop it!!",0,0,0,0,0
"818","@CNNnews18 @AmitShah @maryashakil Ask @AmitShah to take tax only from Hindi speaking states n unify n do whatever h /WONtU8uIqz",0,0,0,0,0
"819","RT @ajavgal: Customers were treated badly for speaking in Kannada in Karnataka

report in Today's @NewIndianXpress

#BlackDayAgainstHindiIm",0,1,-1,0,100
"820","RT @i_am_karuna: #StopHindiImperialism
If a foreigner can try to speak or learn  #Hindi despite he can speak English fluently then why do f",0,0,0,0,0
"821","RT @MissFurioso: The audacity to certify one language as the language of a nation of over a billion population proves that this party does",1,1,0,50,50
"822","#StopHindiImposition #StopHindiImperialism 
You will never find any Odia,Gujrati,Bengali,punjabietc people protesti /6S5fVUne0c",0,0,0,0,0
"823","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"824","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"825","RT @kiranmbhat: Days are not too far where Non-Hindi people will be put on house arrest like in Kashmir and Hindi will be made National Lan",1,0,1,100,0
"826","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"827","Each language has its own reputation 
Don't impose any language on others. 
#StopHindiImposition #StopHindiImperialism",1,1,0,50,50
"828","Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resi /EPBraA7AXT",0,0,0,0,0
"829","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"830","Days are not too far where Non-Hindi people will be put on house arrest like in Kashmir and Hindi will be made Nati /upkNrFwZRj",1,0,1,100,0
"831","RT @i_am_karuna: #StopHindiImperialism
If a foreigner can try to speak or learn  #Hindi despite he can speak English fluently then why do f",0,0,0,0,0
"832","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"833","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"834","      ! 
Some people in Karnataka should really retrospect and understan /1Twekltyik",0,0,0,0,0
"835","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"836","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"837","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"838","RT @ajavgal: even ISRO was asked to Use Hindi ,
just becoz funds are from union govt 
#BlackDayAgainstHindiImposition 
#StopHindiImposition",0,0,0,0,0
"839","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"840","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"841","and communities in India.
#HindiIsNotNationalLanguage
#StopHindiImposition
#BlackDayAgainstHindiImposition /vASJm3DMbH",0,0,0,0,0
"842","RSS We do not at all agree that the Flag should be acceptable to all parties ..
#HindiIsNotNationalLanguage /blDGeKeww9",0,0,0,0,0
"843","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"844","RT @MissFurioso: The audacity to certify one language as the language of a nation of over a billion population proves that this party does",1,1,0,50,50
"845","Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resi /cAQh6hrqkS",0,0,0,0,0
"846","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"847","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"848","RT @Reshma_PSV: @nidhi_bhatter Also FYI, our languages existed since Indus valley civilization. So we are Kannadigas/Tamils/Telugus before",0,0,0,0,0
"849","RT @TrYashas: Kannada is my National lang, v pay taxes to provide services in my lang, If my country fails to provide services in my lang w",0,1,-1,0,100
"850","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"851","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"852","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"853","RT @ajavgal: Discrimination based on language

#BlackDayAgainstHindiImposition 
#StopHindiImperialism 
#StopHindiImposition /kB",0,1,-1,0,100
"854","RT @Reshma_PSV: @nidhi_bhatter Also FYI, our languages existed since Indus valley civilization. So we are Kannadigas/Tamils/Telugus before",0,0,0,0,0
"855","RT @Vishysays: Another programme for the people! And, once again, it is in #Hindi! 'POSHAN ABHIYAN' could easily have been 'SAMRUDDHIYA AAH",0,0,0,0,0
"856","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"857","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"858","#StopHindiImposition 
#StopHindiImperialism 

India is is a union of states. Every state has a language, heritage a /vfa1e3YiU0",0,0,0,0,0
"859","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"860","States contribute to the center's exchequer. Either celebrate all state languages or stop celebrating any language. /6rUCCIpBEu",1,0,1,100,0
"861","RT @1Paramaatma: There is no Unity without equality!
#StopHindiImperialism
#StopHindiimposition 
#MakeMyLanguageOfficial",1,0,1,100,0
"862","RT @fnoble20: @SwamiGeetika Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism",1,0,1,100,0
"863","RT @ajavgal: Discrimination based on language

#BlackDayAgainstHindiImposition 
#StopHindiImperialism 
#StopHindiImposition /kB",0,1,-1,0,100
"864","RT @ajavgal: only 3 union govt websites are available in Kannada, rest are all in Hindi/English

#BlackDayAgainstHindiImposition
#StopHindi",1,0,1,100,0
"865","#Hindi is the new weapon in the hands of #UnionGovernment. But they must know it is double edged knife. /MgPfF6Eozi",0,1,-1,0,100
"866","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"867","On the day of Hindi Diwas, never #StopHindiImposition .
Never #StopHindiImperialism .
Hindi all the way, baby!
Hind /3GmeC47Eik",0,0,0,0,0
"868","RT @fnoble20: @SwamiGeetika Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism",1,0,1,100,0
"869","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"870","RT @i_am_karuna: #StopHindiImperialism
If a foreigner can try to speak or learn  #Hindi despite he can speak English fluently then why do f",0,0,0,0,0
"871","RT @isandey: #Bengali has five Noble Laureates, why should I celebrate #Hindidiwas? When My Mother tongue is so RICH!! @PMOIndia plz Respec",3,0,3,100,0
"872","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"873","#Bengali has five Noble Laureates, why should I celebrate #Hindidiwas? When My Mother tongue is so RICH!! @PMOIndia /kiM3Eno6AP",3,0,3,100,0
"874","RT @nanuramu: The beauty of India is its diversity and numerous languages. The Union government shelling out loads of money to promote only",1,0,1,100,0
"875","particularly DEFENCE,
our CENT GOVT organised many function and opportunities to Hindi language only,Like /7ZNOJGRbhG",1,0,1,100,0
"876","@AmitShah I can't understand what you have written Amit uncle. Put that language in your ass and to ur north Indian /N5B8jGdYkX",0,0,0,0,0
"877","Better make Hindi speaking states as separate country then you make identify with that country as Hindia and you gu /Yjye0cNLEi",1,0,1,100,0
"878","RT @OdiaFirst: #bharatbhashadiwas
#Wedontwanthindidivas #StopHindiImperialism 
#stophindiimposition
#BlackDayAgainstHindiImposition 
#black",0,0,0,0,0
"879","RT @ajavgal: Discrimination based on language

#BlackDayAgainstHindiImposition 
#StopHindiImperialism 
#StopHindiImposition /kB",0,1,-1,0,100
"880","I tried to learn Tamil in my free time online.But there is no simple way to learn it.Instead of political hate camp /SU5xbZJJos",1,1,0,50,50
"881","RT @MissFurioso: The audacity to certify one language as the language of a nation of over a billion population proves that this party does",1,1,0,50,50
"882","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"883","The audacity to certify one language as the language of a nation of over a billion population proves that this part /YNUZGAWpOt",1,1,0,50,50
"884","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"885","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"886","India can be united only by English #StopHindiImperialism   #StopHindiImposition",0,0,0,0,0
"887","@AmitShah Identity of India does not lie on one language. Unity in diversity is Indias strength. Its India, not Hi /akqhdsmwlo",1,1,0,50,50
"888","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"889","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"890","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"891","RT @nanuramu: The beauty of India is its diversity and numerous languages. The Union government shelling out loads of money to promote only",1,0,1,100,0
"892","In coming years non-hindi speakers will be treated with Complete disdain and they'll make our languages extinct.I l /GwQBxRecUg",0,1,-1,0,100
"893","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"894","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"895","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"896","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"897","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"898","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"899","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"900","RT @vinaygowda007: Every language deserves equal status not just hindi, india is known for its diversity and celebration of Hindi divas goe",1,0,1,100,0
"901","RT @LavanyaBallal: @LalPratiksha @rajanna_rupesh @ajavgal @AnilApr24 @bhimashankarptl @are_gow @CMofKarnataka They want votes of the Kannad",0,0,0,0,0
"902","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"903","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"904","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"905","RT @KrishnaThavasi: A big Fcuk You! Bigger than statue of unity! #StopHindiImperialism #AmitShah /YayQb3pwrO",1,0,1,100,0
"906","India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken /63ddala0wM",0,0,0,0,0
"907","RT @thej: Sorry not my mother tongue.

#StopHindiImperialism #StopHindiImposition /BbvLHRQpAS",0,1,-1,0,100
"908","@jaibhar73485783 #StopHindiImperialism #StopHindiImposition ok you embrace our Kannada Tamil and Telugu , we have embraced Hindi enough",1,0,1,100,0
"909","Every language deserves equal status not just hindi, india is known for its diversity and celebration of Hindi diva /EjhwfltWy5",1,0,1,100,0
"910","RT @thej: Which country?

#StopHindiImperialism /kxPN0XeiE7",0,0,0,0,0
"911","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"912","Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed. /rRC18GMdCz",0,3,-3,0,100
"913","Promote all Indian languages. Give choice. Don't push one on another. We will learn Hindi if we want it. I do speak.
#StopHindiImperialism",0,0,0,0,0
"914","@LalPratiksha @rajanna_rupesh @ajavgal @AnilApr24 @bhimashankarptl @are_gow @CMofKarnataka They want votes of the K /Wmj3qMsmRl",0,0,0,0,0
"915","To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"916","RT @ajavgal: even ISRO was asked to Use Hindi ,
just becoz funds are from union govt 
#BlackDayAgainstHindiImposition 
#StopHindiImposition",0,0,0,0,0
"917","Hindi is the national language of which nation @RajatSharmaLive ? 

#StopHindiImperialism 
#StopHindiImposition /L2kj2ir7uh",0,0,0,0,0
"918","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"919","RT @KrishnaThavasi: A big Fcuk You! Bigger than statue of unity! #StopHindiImperialism #AmitShah /YayQb3pwrO",1,0,1,100,0
"920","RT @Saislakshmanan: Happy #HindiDay 
#StopHindiImperialism /rhBmfjdYnu",1,0,1,100,0
"921","India has 22 official languages,why special treatment to Hindi  . Say no to Hindi divas. 
#StopHindiImperialism /179nKKP6Ms",0,0,0,0,0
"922","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"923","Which country?

#StopHindiImperialism /kxPN0XeiE7",0,0,0,0,0
"924","People are still complaining about this ? And here Hindi is thriving more than ever #StopHindiImperialism #HindiDiwas",1,1,0,50,50
"925","RT @ajavgal: Customers were treated badly for speaking in Kannada in Karnataka

report in Today's @NewIndianXpress

#BlackDayAgainstHindiIm",0,1,-1,0,100
"926","RT @ajavgal: only 3 union govt websites are available in Kannada, rest are all in Hindi/English

#BlackDayAgainstHindiImposition
#StopHindi",1,0,1,100,0
"927","RT @ajavgal: Discrimination based on language

#BlackDayAgainstHindiImposition 
#StopHindiImperialism 
#StopHindiImposition /kB",0,1,-1,0,100
"928","RT @ajavgal: Dear RajaBhasha committee

why not other languages?

#BlackDayAgainstHindiImposition
#StopHindiImperialism
#StopHindiImpositio",0,0,0,0,0
"929","Those who are blaming Modi Govt.for #hindi have forgotten that Hindi was made India's first language by the then go /hrasNrqg4T",0,0,0,0,0
"930","RT @fnoble20: @SwamiGeetika Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism",1,0,1,100,0
"931","RT @fnoble20: @RagulRoshan7 @SwamiGeetika Why should I be jealous of u. I know the greatest language of all time tamil, all hindians should",1,1,0,50,50
"932","Sorry not my mother tongue.

#StopHindiImperialism #StopHindiImposition /BbvLHRQpAS",0,1,-1,0,100
"933","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"934","A big Fcuk You! Bigger than statue of unity! #StopHindiImperialism #AmitShah /YayQb3pwrO",1,0,1,100,0
"935","RT @OdiaFirst: #bharatbhashadiwas
#Wedontwanthindidivas #StopHindiImperialism 
#stophindiimposition
#BlackDayAgainstHindiImposition 
#black",0,0,0,0,0
"936","@INCIndia I protest this. Where is my #konkanidivasnow! #StopHindiImperialism",0,1,-1,0,100
"937","RT @rangadhri: Hindi will be imposed on our dead bodies Mr @AmitShah Dont cross the line. Hindi is not my mother tongue. I will never accep",0,1,-1,0,100
"938","14th September  #BlackDay #StopHindiImperialism #StopHindiImposition #HindiIsNotMyMotherTongue I will never accept Hindi.",0,0,0,0,0
"939","RT @ajavgal: even ISRO was asked to Use Hindi ,
just becoz funds are from union govt 
#BlackDayAgainstHindiImposition 
#StopHindiImposition",0,0,0,0,0
"940","Happy #HindiDay 
#StopHindiImperialism /rhBmfjdYnu",1,0,1,100,0
"941","RT @i_am_karuna: #StopHindiImperialism
If a foreigner can try to speak or learn  #Hindi despite he can speak English fluently then why do f",0,0,0,0,0
"942","Hindi will be imposed on our dead bodies Mr @AmitShah Dont cross the line. Hindi is not my mother tongue. I will ne /LTIst3muTk",0,1,-1,0,100
"943","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"944","RT @sathish_v7: During school days , we learn unity in diversity , no linguistic difference etc

Once you grow up , will see that , only on",1,0,1,100,0
"945","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"946","This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has it /ElPmujBUfQ",2,0,2,100,0
"947","RT @OdiaFirst: #bharatbhashadiwas
#Wedontwanthindidivas #StopHindiImperialism 
#stophindiimposition
#BlackDayAgainstHindiImposition 
#black",0,0,0,0,0
"948","RT @TrYashas: Kannada is my National lang, v pay taxes to provide services in my lang, If my country fails to provide services in my lang w",0,1,-1,0,100
"949","DOwn with Hindi imperialism
Its not the national language
#StopHindiImperialism",0,0,0,0,0
"950","RT @nanuramu: The beauty of India is its diversity and numerous languages. The Union government shelling out loads of money to promote only",1,0,1,100,0
"951","RT @ajavgal: only 3 union govt websites are available in Kannada, rest are all in Hindi/English

#BlackDayAgainstHindiImposition
#StopHindi",1,0,1,100,0
"952","#StopHindiImperialism Marathi is national language of india so does other 22 languages we do not want hindi belt  g /fyuk9SiGag",0,0,0,0,0
"953","@shwait_malik @PMOIndia @narendramodi @BJP4India @AmitShah @JPNadda @HardeepSPuri @SomParkashBJP @iamsunnydeol Hind /ZEaLIJyB4u",0,0,0,0,0
"954","RT @ajavgal: even ISRO was asked to Use Hindi ,
just becoz funds are from union govt 
#BlackDayAgainstHindiImposition 
#StopHindiImposition",0,0,0,0,0
"955","#HindiDiwas #nohindidiwas #StopHindiImperialism we r not secondary citizens of India stop spending on funds for any /QKuuqYoiTG",0,0,0,0,0
"956","How long will Govt of India continue to treat Non-Hindi speaking people as second class citizens? /eJxdM31p3o",0,0,0,0,0
"957","RT @OdiaFirst: #bharatbhashadiwas
#Wedontwanthindidivas #StopHindiImperialism 
#stophindiimposition
#BlackDayAgainstHindiImposition 
#black",0,0,0,0,0
"958","RT @maarumugam: Hindi is not the national language of India. There is no national language for India.
#HindiIsNotNationalLanguage
#StopHind",0,0,0,0,0
"959","and to quit the country at the sweet will of the national race.
#HindiIsNotNationalLanguage
#StopHindiImposition /yOIgihUBl1",1,0,1,100,0
"960","or to live at its mercy so long as the national race may allow them to do so ...
#HindiIsNotNationalLanguage /FjC1rAXsfk",1,0,1,100,0
"961","either to merge themselves in the national race and adopt its culture, #HindiIsNotNationalLanguage /jUbbFc7DUD",0,0,0,0,0
"962","Golwalkar,There are only two courses open to the foreign elements, ...#HindiIsNotNationalLanguage /OKoyYlnhij",0,0,0,0,0
"963","RT @1Paramaatma: @DDNewsLive Why special preference to only Hindi? We have 22 official languages of India. #StopHindiImperialism we want Bh",0,0,0,0,0
"964","RT @ajavgal: Dear RajaBhasha committee

why not other languages?

#BlackDayAgainstHindiImposition
#StopHindiImperialism
#StopHindiImpositio",0,0,0,0,0
"965","RT @ajavgal: even ISRO was asked to Use Hindi ,
just becoz funds are from union govt 
#BlackDayAgainstHindiImposition 
#StopHindiImposition",0,0,0,0,0
"966","Time to say goodbye to @BJP4India. In the name of nationalism these retards will end the multi lingual nation that /I8LC8lLB7i",0,1,-1,0,100
"967","RT @ajavgal: even ISRO was asked to Use Hindi ,
just becoz funds are from union govt 
#BlackDayAgainstHindiImposition 
#StopHindiImposition",0,0,0,0,0
"968","RT @fnoble20: @SwamiGeetika Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism",1,0,1,100,0
"969","RT @i_am_karuna: #StopHindiImperialism
If a foreigner can try to speak or learn  #Hindi despite he can speak English fluently then why do f",0,0,0,0,0
"970","RT @ajavgal: Discrimination based on language

#BlackDayAgainstHindiImposition 
#StopHindiImperialism 
#StopHindiImposition /kB",0,1,-1,0,100
"971","Respect the diversity. #StopHindiImperialism",1,0,1,100,0
"972","RT @sathish_v7: During school days , we learn unity in diversity , no linguistic difference etc

Once you grow up , will see that , only on",1,0,1,100,0
"973","Hindi is not the national language of India. There is no national language for India.
#HindiIsNotNationalLanguage /5KtYFC9g7e",0,0,0,0,0
"974","Government of India must give equal importance to all Indian languages. #StopHindiImperialism",0,0,0,0,0
"975","RT @i_am_karuna: #StopHindiImperialism
If a foreigner can try to speak or learn  #Hindi despite he can speak English fluently then why do f",0,0,0,0,0
"976","RT @OdiaFirst: #bharatbhashadiwas
#Wedontwanthindidivas #StopHindiImperialism 
#stophindiimposition
#BlackDayAgainstHindiImposition 
#black",0,0,0,0,0
"977","RT @i_am_karuna: #StopHindiImperialism
If a foreigner can try to speak or learn  #Hindi despite he can speak English fluently then why do f",0,0,0,0,0
"978","RT @ajavgal: Customers were treated badly for speaking in Kannada in Karnataka

report in Today's @NewIndianXpress

#BlackDayAgainstHindiIm",0,1,-1,0,100
"979","RT @i_am_karuna: #StopHindiImperialism
If a foreigner can try to speak or learn  #Hindi despite he can speak English fluently then why do f",0,0,0,0,0
"980","RT @nanuramu: The beauty of India is its diversity and numerous languages. The Union government shelling out loads of money to promote only",1,0,1,100,0
"981","#StopHindiImperialism
If a foreigner can try to speak or learn  #Hindi despite he can speak English fluently then w /0sQ2ZAFwXm",0,0,0,0,0
"982","@FinMinIndia @PIB_India @rajeevkumr Stop this nonsense. All and any exams from the union govt. must be available in /WqOrXcYdY0",1,1,0,50,50
"983","RT @ajavgal: Customers were treated badly for speaking in Kannada in Karnataka

report in Today's @NewIndianXpress

#BlackDayAgainstHindiIm",0,1,-1,0,100
"984","RT @fnoble20: @RagulRoshan7 @SwamiGeetika Why should I be jealous of u. I know the greatest language of all time tamil, all hindians should",1,1,0,50,50
"985","RT @nanuramu: The beauty of India is its diversity and numerous languages. The Union government shelling out loads of money to promote only",1,0,1,100,0
"986","@DDNewsLive Why special preference to only Hindi? We have 22 official languages of India. #StopHindiImperialism we want Bharsth bhashadivas",0,0,0,0,0
"987","The beauty of India is its diversity and numerous languages. The Union government shelling out loads of money to pr /O2VxvPopsz",1,0,1,100,0
"988","RT @ajavgal: only 3 union govt websites are available in Kannada, rest are all in Hindi/English

#BlackDayAgainstHindiImposition
#StopHindi",1,0,1,100,0
"989","During school days , we learn unity in diversity , no linguistic difference etc

Once you grow up , will see that , /SlYzq5LsvG",1,0,1,100,0
"990","RT @ajavgal: Customers were treated badly for speaking in Kannada in Karnataka

report in Today's @NewIndianXpress

#BlackDayAgainstHindiIm",0,1,-1,0,100
"991","RT @krishnang2393: @DDNewsLive not across the country.
Only at un-developed cow belt states.
#StopHindiImperialism #stophindiimposition",0,0,0,0,0
"992","RT @ajavgal: only 3 union govt websites are available in Kannada, rest are all in Hindi/English

#BlackDayAgainstHindiImposition
#StopHindi",1,0,1,100,0
"993","RT @arulraj2005: @SirPareshRawal @narendramodi @AmitShah Imposing hindi in non hindi speaking states is also a kind of forced conversion #S",0,1,-1,0,100
"994","RT @ajavgal: even ISRO was asked to Use Hindi ,
just becoz funds are from union govt 
#BlackDayAgainstHindiImposition 
#StopHindiImposition",0,0,0,0,0
"995","RT @AmitAkr7: No one is forcing you to learn Hindi or speak Hindi. These Morons loves English but not Hindi shame on them. Bloddy sick peop",1,3,-2,25,75
"996","RT @ajavgal: even ISRO was asked to Use Hindi ,
just becoz funds are from union govt 
#BlackDayAgainstHindiImposition 
#StopHindiImposition",0,0,0,0,0
"997","By this logic Tamilians should go to Sri lanka  #StopHindiImperialism",0,0,0,0,0
"998","No one is forcing you to learn Hindi or speak Hindi. These Morons loves English but not Hindi shame on them. Bloddy /jTBvIBoI9R",1,2,-1,33.3333333333333,66.6666666666667
"999","RT @SomaariSiddha: I don't need to learn Hindi to be an Indian
I don't need to learn Hindi to live in Karnataka
I don't need to learn Hindi",0,0,0,0,0
"1000","For some f****g shits language may be just mode of communication,it's just because of their slavery mindset but For /ZDrrKjSKnH",0,0,0,0,0
"1001","@syndicatebank @prathapg4 Then, #StopHindiImperialism",0,0,0,0,0
"1002","#HindiDiwas is being celebrated with  people's tax money who doesn't speak Hindi too. 

If India has to celebrate a /GAjP6f4iL2",2,0,2,100,0
"1003","Call or WhatsApp: +919916358547
to Buy
Ruby Red Granite - Price 95 PerSqft
at Eighteen mm Granite ilkal

Location: /T0C18s5tzV",0,0,0,0,0
"1004","RT @TrYashas: Kannada is my National lang, v pay taxes to provide services in my lang, If my country fails to provide services in my lang w",0,1,-1,0,100
"1005","RT @OdiaFirst: #bharatbhashadiwas
#Wedontwanthindidivas #StopHindiImperialism 
#stophindiimposition
#BlackDayAgainstHindiImposition 
#black",0,0,0,0,0
"1006","RT @OdiaFirst: #bharatbhashadiwas
#Wedontwanthindidivas #StopHindiImperialism 
#stophindiimposition
#BlackDayAgainstHindiImposition 
#black",0,0,0,0,0
"1007","@RagulRoshan7 @SwamiGeetika Why should I be jealous of u. I know the greatest language of all time tamil, all hindi /0OEyt5hMw8",1,1,0,50,50
"1008","RT @ajavgal: Discrimination based on language

#BlackDayAgainstHindiImposition 
#StopHindiImperialism 
#StopHindiImposition /kB",0,1,-1,0,100
"1009","There is no Unity without equality!
#StopHindiImperialism
#StopHindiimposition 
#MakeMyLanguageOfficial",1,0,1,100,0
"1010","RT @OdiaFirst: #bharatbhashadiwas
#Wedontwanthindidivas #StopHindiImperialism 
#stophindiimposition
#BlackDayAgainstHindiImposition 
#black",0,0,0,0,0
"1011","I don't need to learn Hindi to be an Indian
I don't need to learn Hindi to live in Karnataka
I don't need to learn /Xx0u7vJphP",0,0,0,0,0
